timestamp,temperature,humidity
2023-01-10T21:35:06.6630000Z,50,35
2023-01-10T21:35:16.5000000Z,70,40
2023-01-10T21:35:26.5170000Z,65,36
2023-01-10T21:35:36.5240000Z,65,40
2023-01-10T21:35:56.5270000Z,66,40
2023-01-10T21:36:06.5120000Z,68,36
2023-01-10T21:36:26.5090000Z,65,40
2023-01-10T21:36:36.5100000Z,65,40
2023-01-10T21:37:15.1300000Z,52,40
2023-01-10T21:37:24.5120000Z,53,39
2023-01-10T21:37:47.3930000Z,54,40
2023-01-10T21:37:54.5290000Z,55,40
2023-01-10T21:38:14.5400000Z,56,38
2023-01-10T21:38:24.5220000Z,57,40
2023-01-10T21:38:34.5210000Z,58,40
2023-01-10T21:38:44.5570000Z,60,40
2023-01-10T21:39:04.5180000Z,65,35
2023-01-10T21:39:14.5290000Z,68,40
2023-01-10T21:44:23.5200000Z,69,38
2023-01-10T21:44:33.5300000Z,65,37
2023-01-10T21:44:53.5390000Z,52,40
2023-01-10T21:45:03.5210000Z,53,39
2023-01-10T21:45:23.5490000Z,54,36
2023-01-10T21:45:33.5430000Z,55,40
2023-01-10T21:45:53.5420000Z,56,36
2023-01-10T21:46:03.5600000Z,57,40
2023-01-10T21:46:13.5360000Z,58,40
2023-01-10T21:46:23.5500000Z,50,38
2023-01-10T21:46:43.6540000Z,52,37
2023-01-10T21:47:01.6650000Z,53,40
2023-01-10T21:47:21.5100000Z,54,39
2023-01-10T21:47:31.5190000Z,55,36
2023-01-10T21:47:51.5310000Z,56,40
2023-01-10T21:48:01.6670000Z,57,37
2023-01-10T21:48:21.5130000Z,58,40
2023-01-10T21:48:31.5490000Z,65,38
2023-01-10T21:48:51.2300000Z,65,37
2023-01-10T21:49:01.7000000Z,52,40
2023-01-10T21:49:11.5350000Z,53,39
2023-01-10T21:49:36.2320000Z,54,36
2023-01-10T21:49:51.5220000Z,55,40
2023-01-10T21:50:01.5700000Z,56,40
2023-01-10T21:50:21.5190000Z,57,38
2023-01-10T21:50:31.5100000Z,58,37
2023-01-10T21:50:51.5120000Z,65,40
2023-01-10T21:51:01.5390000Z,52,39
2023-01-10T21:51:21.5350000Z,53,36
2023-01-10T21:51:31.5150000Z,54,40
2023-01-10T21:51:51.5480000Z,55,40
2023-01-10T21:52:01.5060000Z,56,38
2023-01-10T21:52:11.5080000Z,57,37
2023-01-10T21:52:21.5310000Z,58,40
2023-01-10T21:52:41.5400000Z,65,39
2023-01-10T21:52:51.2320000Z,65,36
2023-01-10T21:53:20.3200000Z,65,40
2023-01-10T21:53:30.3220000Z,65,40
2023-01-10T21:53:50.5240000Z,65,40
2023-01-10T21:54:00.5090000Z,52,40
2023-01-10T21:54:20.5250000Z,53,40
2023-01-10T21:54:30.5290000Z,54,38
2023-01-10T21:54:50.5130000Z,55,37
2023-01-10T21:55:00.5140000Z,56,40
2023-01-10T21:55:10.5320000Z,57,39
2023-01-10T21:55:20.5130000Z,58,36
